"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe","not_contacted"
"11421",58,"2","0",7,"0","1","0","0","6","0",1,999,0,"0",-1.1,94.199,-37.5,0.879,4963.6,"0",1
"19800",30,"3","1",6,"0","0","0","0","2","1",3,999,0,"0",-1.8,92.893,-46.2,1.244,5099.1,"1",1
"14820",25,"3","1",6,"0","1","0","1","0","0",2,999,0,"0",1.4,93.918,-42.7,4.966,5228.1,"0",1
"11513",27,"6","1",6,"0","1","1","0","0","1",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"11582",34,"6","1",8,"0","0","0","0","2","4",4,999,1,"1",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"12382",33,"6","0",6,"0","1","1","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"124",39,"6","1",8,"0","1","0","0","4","1",3,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"14928",32,"3","1",6,"0","0","0","1","2","4",4,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"2449",47,"5","0",1,"1","1","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"11305",59,"8","2",8,"1","0","0","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"10896",34,"5","1",1,"0","0","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"790",82,"8","0",8,"0","1","0","0","7","5",1,999,0,"0",-3.4,92.431,-26.9,0.744,5017.5,"1",1
"12164",33,"5","1",5,"0","1","1","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"8411",40,"6","0",7,"0","1","0","0","5","2",5,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"9249",33,"5","0",4,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"13439",39,"11","1",5,"1","1","1","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"8623",42,"6","1",6,"0","0","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"13188",55,"5","0",5,"0","1","0","0","2","5",1,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"17855",51,"8","0",8,"0","1","1","1","2","4",3,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"19372",34,"6","1",8,"0","1","0","0","4","2",2,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"3264",30,"2","1",8,"0","0","0","0","4","0",3,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"0",1
"9396",43,"6","0",6,"0","0","0","1","2","2",6,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"10365",55,"6","0",6,"0","0","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"377",45,"0","0",7,"0","0","0","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"1828",53,"2","2",7,"0","0","0","0","4","4",1,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"18209",54,"2","0",8,"1","0","0","1","1","4",2,999,0,"0",1.4,94.465,-41.8,4.967,5228.1,"0",1
"6685",36,"3","0",5,"1","1","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"12879",31,"6","2",6,"0","1","0","0","2","1",2,999,0,"0",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"19686",32,"0","1",8,"0","0","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"6563",31,"7","1",6,"0","0","0","0","5","0",1,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"13396",39,"5","1",3,"0","0","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"3792",39,"5","0",1,"1","1","0","1","0","2",5,999,0,"0",1.4,93.918,-41,4.961,5228.1,"0",1
"8907",38,"6","0",8,"0","1","0","0","4","4",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"7526",56,"0","2",8,"0","1","0","0","5","0",1,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"4206",40,"2","0",7,"0","0","0","0","4","1",3,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"16314",29,"5","2",3,"0","0","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"18600",81,"8","0",1,"0","1","0","0","7","3",1,999,2,"1",-1.1,94.601,-49.5,1.016,4963.6,"1",1
"17729",31,"2","2",7,"0","0","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"2551",29,"6","2",5,"0","0","0","0","2","1",3,999,1,"1",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"13446",43,"5","0",3,"1","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"1",1
"16636",41,"6","1",8,"1","0","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"6738",24,"3","3",6,"0","1","0","0","3","4",1,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"19200",36,"5","0",1,"0","0","0","0","3","4",1,6,1,"2",-1.8,93.749,-34.6,0.663,5008.7,"1",0
"12417",66,"8","0",7,"0","1","1","0","3","4",4,999,0,"0",-1.8,93.075,-47.1,1.4,5099.1,"0",1
"8938",50,"6","2",8,"0","1","0","1","5","1",2,999,1,"1",-0.1,93.2,-42,4.191,5195.8,"0",1
"16677",36,"6","1",6,"0","1","0","1","8","1",6,999,0,"0",-3,92.713,-33,0.717,5023.5,"0",1
"9635",27,"6","1",6,"0","1","0","0","3","4",1,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"1",1
"4462",32,"5","1",6,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"14421",34,"6","0",6,"0","0","0","1","1","0",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"1544",28,"3","0",6,"0","0","0","0","0","4",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"17152",55,"6","0",7,"0","1","1","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"6468",47,"6","2",8,"0","0","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"3715",31,"6","0",6,"0","0","0","0","3","4",2,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"386",44,"5","3",5,"0","1","1","0","5","2",1,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"43",27,"2","1",7,"0","0","0","0","2","2",1,999,1,"1",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"19721",30,"2","0",8,"1","1","0","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"3439",26,"5","0",5,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"10457",31,"3","0",6,"0","0","0","0","0","1",4,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"19190",32,"2","1",7,"0","0","0","1","1","5",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"5385",32,"5","0",7,"0","1","0","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"13734",41,"3","0",6,"0","1","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9375",29,"5","0",4,"0","1","0","0","2","4",3,999,1,"1",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"3781",51,"7","1",5,"0","0","1","0","2","3",1,999,1,"1",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"2215",54,"6","2",8,"0","0","1","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"4952",56,"0","0",8,"0","1","0","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"15393",29,"0","1",6,"0","0","1","0","0","2",4,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"4694",35,"2","0",6,"0","0","0","1","4","4",1,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"1",1
"1995",44,"6","0",8,"0","1","0","0","2","2",1,999,0,"0",-1.8,92.893,-46.2,1.344,5099.1,"0",1
"7017",48,"2","0",6,"1","1","0","0","4","1",4,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"3308",30,"6","0",7,"0","1","0","0","1","0",1,999,0,"0",-2.9,92.963,-40.8,1.26,5076.2,"0",1
"15190",30,"6","0",6,"1","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"6238",39,"5","0",5,"0","1","0","0","5","2",4,999,1,"1",-0.1,93.5738277602099,-42,4.153,5195.8,"1",1
"18800",34,"2","1",6,"0","1","0","0","9","1",3,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"15643",54,"0","0",4,"1","1","1","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"4788",45,"9","0",7,"1","1","0","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"1",1
"18699",38,"6","0",6,"0","0","0","0","0","0",5,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"1347",52,"2","1",7,"1","0","0","1","2","0",4,999,0,"0",1.1,93.994,-36.4,3,5191,"0",1
"18756",47,"9","0",3,"1","0","0","0","0","2",16,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"12051",43,"7","0",6,"1","0","1","0","5","0",2,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"15161",20,"7","1",6,"0","0","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"18708",52,"3","2",6,"0","0","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"8007",29,"6","0",6,"0","1","0","1","1","2",1,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"16097",41,"6","0",8,"1","1","0","0","5","2",1,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"19277",45,"5","0",5,"0","1","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.959,5228.1,"0",1
"13039",33,"3","0",6,"1","0","0","0","5","0",3,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"11345",30,"6","1",6,"0","0","0","0","4","4",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"17141",47,"6","0",5,"0","1","0","1","5","4",3,999,0,"0",-0.1,93.2,-42,4.021,5195.8,"0",1
"9690",34,"6","0",8,"0","0","1","0","6","5",3,999,0,"0",-1.1,94.199,-37.5,0.882,4963.6,"1",1
"4321",26,"5","0",5,"1","1","0","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"5631",45,"6","0",6,"0","2","0","0","0","4",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"14547",30,"6","0",8,"0","0","0","0","0","3",6,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"15984",37,"5","0",5,"0","0","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.27,5099.1,"0",1
"13271",42,"5","1",1,"0","1","0","0","3","4",1,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"4672",59,"5","0",3,"0","0","0","0","10","2",3,999,0,"0",-1.8,92.843,-50,1.51,5099.1,"1",1
"15280",30,"2","1",7,"0","2","2","1","1","0",4,999,0,"0",1.4,94.465,-41.8,4.958,5228.1,"0",1
"15806",34,"6","0",6,"0","1","1","1","2","0",1,0,0,"0",1.1,93.994,-36.4,4.86,5191,"0",0
"14337",55,"7","0",8,"0","1","0","2","5","3",1,999,0,"0",-3.4,92.649,-30.1,0.716,5017.5,"0",1
"3598",36,"6","1",8,"0","0","0","0","5","0",2,999,1,"1",-0.1,93.2,-42,4.076,5195.8,"0",1
"10265",47,"4","0",1,"0","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"8743",38,"5","0",6,"0","1","0","1","0","0",1,999,0,"0",1.4,93.918,-42.7,4.966,5228.1,"0",1
"9055",55,"8","0",6,"0","2","0","0","4","2",4,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"16559",57,"6","0",8,"0","1","0","1","0","2",4,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"12004",35,"2","0",7,"0","0","0","0","2","3",1,999,1,"1",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"19153",19,"10","1",1,"0","1","0","0","5","5",1,999,1,"1",-3.4,92.649,-30.1,0.714,5017.5,"1",1
"10818",40,"6","0",8,"0","2","2","0","1","1",1,999,1,"1",-2.9,92.963,-40.8,1.266,5076.2,"0",1
"16278",40,"6","2",6,"0","0","0","0","0","3",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"6434",35,"11","1",6,"0","1","0","0","2","3",1,999,1,"1",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"5877",30,"5","0",1,"0","0","1","1","1","2",2,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"5439",37,"2","0",1,"0","1","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"9673",33,"6","0",6,"0","0","1","0","2","0",1,999,1,"1",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"2274",41,"3","0",5,"0","1","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"19769",52,"2","2",5,"0","1","1","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"8583",45,"6","0",6,"0","0","0","1","1","4",5,999,0,"0",1.4,94.465,-41.8,4.967,5228.1,"0",1
"19489",40,"5","3",1,"0","1","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"13920",33,"5","0",5,"0","0","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"1930",71,"12","0",7,"0","1","1","1","5","2",1,999,0,"0",-3.4,92.649,-30.1,0.72,5017.5,"1",1
"19205",31,"2","1",8,"0","0","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"6687",53,"6","0",5,"0","1","1","0","2","3",1,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"1",1
"1885",40,"5","1",4,"1","0","1","0","3","4",2,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"8742",50,"5","0",4,"0","1","0","1","2","1",4,3,2,"2",-1.8,92.893,-46.2,1.354,5099.1,"1",0
"5463",44,"3","2",5,"0","1","0","1","0","2",5,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"8098",59,"6","0",8,"0","0","1","0","6","3",1,3,1,"2",-1.1,94.199,-37.5,0.886,4963.6,"1",0
"19728",31,"11","2",5,"0","1","0","0","2","4",10,999,1,"1",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"8997",38,"6","0",1,"0","0","1","0","0","3",3,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"10669",37,"5","1",8,"0","0","0","1","1","2",7,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"7910",43,"5","0",3,"0","1","2","0","2","1",2,999,0,"0",-1.8,92.893,-46.2,1.244,5099.1,"0",1
"9057",48,"2","0",5,"0","0","0","0","6","2",3,999,1,"1",-3.4,92.379,-29.8,0.819,5017.5,"0",1
"18504",30,"2","1",8,"0","1","0","0","4","1",1,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"1",1
"14593",41,"5","2",5,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"1390",30,"5","0",5,"0","0","0","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"1",1
"4658",35,"0","1",8,"0","2","2","0","2","1",1,999,0,"0",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"16116",39,"6","0",8,"0","0","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"18250",37,"6","0",8,"0","1","1","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.313,5099.1,"0",1
"6067",31,"5","1",7,"0","1","0","0","2","0",5,999,1,"1",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"19092",33,"6","1",6,"0","1","0","0","0","0",14,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"11522",44,"6","1",7,"0","1","0","1","5","0",8,999,0,"0",0.0879620916789891,93.2,-42,4.076,5195.8,"0",1
"12181",46,"6","2",6,"0","0","0","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"11121",57,"5","2",5,"0","0","0","0","5","1",2,999,1,"1",-0.1,93.2,-42,4.191,5195.8,"0",1
"19142",35,"6","0",6,"0","0","0","0","4","1",1,0,1,"2",-2.9,92.201,-31.4,0.884,5076.2,"0",0
"15090",32,"2","0",1,"0","0","0","0","0","3",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"17639",34,"5","0",3,"0","0","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"6519",31,"6","1",6,"0","1","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"11868",59,"6","0",8,"0","0","1","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"1579",30,"5","0",5,"0","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"19342",48,"6","0",8,"0","1","0","0","4","3",7,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"8924",34,"6","0",7,"0","1","0","0","4","3",3,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"18342",30,"0","1",6,"0","0","0","0","5","0",2,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"1",1
"2940",39,"7","0",8,"0","1","0","0","6","2",3,999,0,"0",-1.1,94.199,-37.5,0.881,4963.6,"0",1
"14078",46,"9","0",3,"1","1","0","0","0","1",20,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"15549",31,"6","1",8,"0","1","1","0","3","1",5,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"1",1
"5110",32,"6","1",8,"0","0","0","0","6","0",1,999,0,"0",-1.1,94.199,-37.5,0.884,4963.6,"0",1
"1416",31,"3","0",6,"0","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"19988",35,"5","1",1,"0","1","0","1","0","1",1,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"8522",29,"4","0",8,"0","2","2","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"7251",24,"1","0",8,"0","1","0","1","1","1",1,999,0,"0",1.4,94.465,-41.8,4.96,5228.1,"0",1
"9696",38,"2","1",7,"0","1","2","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"12774",26,"6","0",6,"0","0","0","0","0","1",4,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"8063",40,"0","0",6,"0","1","0","0","5","4",4,999,0,"0",-0.1,93.2,-42,4.021,5195.8,"0",1
"18037",40,"6","1",8,"0","0","0","1","0","5",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"1681",37,"1","0",7,"1","1","1","1","1","0",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"16615",32,"1","1",8,"0","0","0","0","3","3",1,999,0,"0",-1.8,93.075,-47.1,1.415,5099.1,"1",1
"4628",36,"6","1",5,"0","1","1","1","3","3",1,999,0,"0",-1.8,93.749,-34.6,0.644,5008.7,"1",1
"5982",49,"9","0",3,"1","0","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"8302",40,"6","0",5,"0","1","0","0","3","1",5,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"16574",48,"5","0",3,"0","0","0","1","1","0",2,999,0,"0",1.4,93.5738277602099,-41.8,4.866,5228.1,"0",1
"1779",35,"9","1",7,"0","1","1","0","4","1",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"9437",53,"5","0",5,"1","1","2","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"7229",41,"6","0",8,"0","1","2","0","8","0",2,999,0,"0",-3,92.713,-33,0.707,5023.5,"1",1
"14740",26,"7","0",5,"0","1","0","1","7","4",1,999,0,"0",-0.1,93.798,-40.4,4.918,5195.8,"0",1
"12865",56,"2","2",8,"1","0","0","0","0","0",3,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"12019",31,"2","0",7,"0","0","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"4320",41,"7","0",8,"0","1","1","1","0","2",4,999,0,"0",1.4,93.918,-42.7,4.955,5228.1,"0",1
"6521",54,"0","0",4,"0","0","0","1","1","3",3,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"15521",47,"3","0",6,"1","0","0","1","1","4",6,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"19604",33,"1","0",5,"0","0","0","1","1","4",6,0,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",0
"12130",40,"11","0",1,"1","1","0","1","0","1",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"11182",54,"8","0",6,"1","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9019",34,"2","0",8,"0","0","0","0","3","4",1,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"18808",43,"6","0",8,"0","0","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"14176",25,"10","1",6,"0","1","0","0","3","3",1,999,0,"0",-1.8,93.075,-47.1,1.445,5099.1,"1",1
"692",43,"5","0",5,"0","0","0","0","5","2",1,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"6298",45,"6","1",1,"0","1","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"3694",28,"3","0",1,"0","0","0","1","1","1",1,999,0,"0",1.4,94.465,-41.8,4.96,5228.1,"0",1
"16226",30,"5","1",5,"0","1","0","1","1","1",2,999,0,"0",1.4,94.465,-41.8,4.958,5228.1,"1",1
"15097",35,"3","0",6,"0","1","0","0","3","0",2,999,2,"1",-1.8,93.075,-47.1,1.435,5099.1,"0",1
"14247",25,"5","0",5,"0","1","0","0","0","3",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"17016",28,"5","0",4,"1","0","0","0","2","1",2,999,1,"1",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"6895",60,"6","1",8,"0","0","0","2","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"16172",58,"8","0",7,"1","0","1","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"2157",27,"10","1",8,"0","1","0","1","5","1",1,999,0,"0",-0.1,93.2,-42,4.406,5195.8,"0",1
"19813",43,"5","0",3,"0","0","0","0","2","2",2,999,0,"0",-1.8,92.893,-46.2,1.344,5099.1,"0",1
"17123",30,"5","0",4,"0","1","1","0","5","0",1,999,1,"1",-0.1,93.2,-42,4.076,5195.8,"0",1
"9475",44,"0","0",6,"0","1","0","0","5","1",2,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"15000",29,"11","1",8,"0","1","0","0","6","2",2,999,0,"0",-3.4,92.379,-29.8,0.788,5017.5,"1",1
"19592",44,"2","0",7,"0","1","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"18578",31,"3","1",6,"0","1","0","1","2","4",9,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"8927",35,"2","0",7,"0","0","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"11957",33,"6","0",8,"0","1","0","0","1","1",1,999,0,"0",-2.9,92.963,-40.8,1.266,5076.2,"0",1
"11841",38,"6","1",8,"0","1","0","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.864,5191,"0",1
"5380",35,"1","1",4,"1","1","0","0","5","2",1,999,1,"1",-0.1,93.2,-42,4.153,5195.8,"0",1
"4057",40,"6","0",8,"1","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"14294",45,"5","2",5,"1","1","0","0","5","1",1,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"14321",50,"0","0",8,"0","1","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"2557",28,"3","1",8,"0","1","0","0","6","1",1,999,0,"0",-3.4,92.379,-29.8,0.797,5017.5,"0",1
"17506",30,"6","0",8,"0","1","0","0","4","2",5,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"7339",26,"2","2",7,"0","0","1","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"1",1
"14785",29,"6","1",6,"0","1","0","0","0","4",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"808",31,"5","0",4,"0","1","0","1","1","3",2,999,0,"0",1.4,93.5738277602099,-41.8,4.864,5228.1,"0",1
"4887",25,"9","1",5,"0","0","0","1","2","4",4,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"1346",32,"2","0",7,"0","1","0","1","1","1",2,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"7522",30,"6","0",1,"0","2","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"14233",47,"3","0",3,"0","1","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"4986",36,"5","0",1,"0","1","0","0","3","0",4,999,0,"0",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"12437",26,"0","1",8,"0","0","0","1","1","4",1,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"1514",29,"5","1",5,"0","0","0","1","1","1",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"10331",38,"2","0",7,"0","1","0","0","4","4",1,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"1",1
"17640",38,"12","1",8,"0","0","0","0","2","0",2,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"9191",32,"3","1",4,"0","2","2","1","1","0",3,999,0,"0",1.4,94.465,-41.8,4.866,5228.1,"0",1
"4855",32,"6","0",8,"0","0","0","0","4","1",1,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"5722",49,"9","2",3,"1","1","0","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"18646",30,"5","1",5,"0","1","1","0","2","0",3,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"7984",30,"5","0",3,"0","1","0","1","0","0",6,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"10591",40,"5","0",6,"0","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9240",56,"0","2",6,"0","0","1","0","0","3",3,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
